,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
26019,26021,22-12-2022 20:00,12-20-2022 04:00,20-12-2022 16:23,2,380,10,11,F,0,Other Crime,17,Yes,10-12-2024 20:00,2022,Bangalore,HOMICIDE,14008262,25.6
26020,26022,21-12-2022 22:00,12-20-2022 05:00,21-12-2022 01:32,21,422,4,22,M,0,Other Crime,13,No,,2022,Pune,CYBERCRIME,7345848,30.1
26021,26023,21-12-2022 21:00,12-20-2022 06:00,21-12-2022 05:24,1,572,18,12,F,2,Traffic Fatality,4,Yes,28-12-2022 21:00,2022,Ahmedabad,TRAFFIC VIOLATION,8854444,20.5
26022,26024,20-12-2022 17:00,12-20-2022 07:00,20-12-2022 22:12,2,507,14,64,F,4,Other Crime,6,No,,2022,Bangalore,PUBLIC INTOXICATION,14008262,25.6
26023,26025,21-12-2022 13:00,12-20-2022 08:00,20-12-2022 23:14,7,470,17,53,M,6,Other Crime,3,Yes,09-03-2023 13:00,2022,Ghaziabad,SHOPLIFTING,1055190,66.7
26024,26026,21-12-2022 02:00,12-20-2022 09:00,21-12-2022 02:40,2,134,4,41,X,4,Other Crime,14,Yes,28-12-2022 02:00,2022,Bangalore,CYBERCRIME,14008262,25.6
26025,26027,22-12-2022 05:00,12-20-2022 10:00,21-12-2022 08:34,5,134,4,52,M,5,Other Crime,8,No,,2022,Delhi,CYBERCRIME,33807403,16.0
26026,26028,23-12-2022 02:00,12-20-2022 11:00,21-12-2022 08:32,8,557,8,19,M,5,Fire Accident,18,Yes,21-03-2023 02:00,2022,Hyderabad,FIREARM OFFENSE,11068877,26.0
26027,26029,21-12-2022 01:00,12-20-2022 12:00,20-12-2022 12:07,8,247,16,41,M,3,Violent Crime,8,No,,2022,Hyderabad,SEXUAL ASSAULT,11068877,26.0
26028,26030,22-12-2022 02:00,12-20-2022 13:00,20-12-2022 16:26,2,313,17,15,X,1,Other Crime,14,Yes,16-01-2023 02:00,2022,Bangalore,SHOPLIFTING,14008262,25.6
26029,26031,20-12-2022 17:00,12-20-2022 14:00,21-12-2022 05:39,8,503,1,76,M,1,Violent Crime,6,Yes,24-01-2023 17:00,2022,Hyderabad,ASSAULT,11068877,26.0
26030,26032,22-12-2022 01:00,12-20-2022 15:00,21-12-2022 11:42,4,419,11,12,M,0,Violent Crime,9,No,,2022,Chennai,IDENTITY THEFT,12053697,20.7
26031,26033,22-12-2022 11:00,12-20-2022 16:00,21-12-2022 09:37,0,289,17,16,F,5,Other Crime,15,Yes,20-02-2023 11:00,2022,Agra,SHOPLIFTING,2422342,31.5
26032,26034,23-12-2022 10:00,12-20-2022 17:00,21-12-2022 03:08,1,127,5,26,X,2,Violent Crime,15,Yes,08-01-2023 10:00,2022,Ahmedabad,DOMESTIC VIOLENCE,8854444,20.5
26033,26035,21-12-2022 08:00,12-20-2022 18:00,21-12-2022 14:49,18,156,12,68,X,2,Other Crime,17,No,,2022,Nagpur,ILLEGAL POSSESSION,3106340,33.9
26034,26036,23-12-2022 10:00,12-20-2022 19:00,21-12-2022 06:18,2,251,12,57,F,0,Other Crime,13,No,,2022,Bangalore,ILLEGAL POSSESSION,14008262,25.6
26035,26037,20-12-2022 21:00,12-20-2022 20:00,21-12-2022 05:59,5,190,4,54,X,0,Other Crime,16,Yes,21-01-2023 21:00,2022,Delhi,CYBERCRIME,33807403,16.0
26036,26038,22-12-2022 11:00,12-20-2022 21:00,21-12-2022 03:51,10,305,4,56,X,0,Other Crime,11,No,,2022,Jaipur,CYBERCRIME,4308510,34.3
26037,26039,23-12-2022 20:00,12-20-2022 22:00,21-12-2022 20:04,22,245,20,51,F,6,Violent Crime,17,Yes,18-02-2023 20:00,2022,Rajkot,VEHICLE - STOLEN,2096981,15.3
26038,26040,23-12-2022 20:00,12-20-2022 23:00,21-12-2022 09:33,26,554,0,24,F,4,Fire Accident,8,Yes,09-02-2023 20:00,2022,Varanasi,ARSON,1789047,19.8
26039,26041,23-12-2022 20:00,12-21-2022 00:00,21-12-2022 17:54,8,375,19,56,M,2,Other Crime,19,Yes,06-01-2023 20:00,2022,Hyderabad,VANDALISM,11068877,26.0
26040,26042,21-12-2022 11:00,12-21-2022 01:00,21-12-2022 20:26,5,124,9,19,M,3,Other Crime,11,Yes,10-03-2023 11:00,2022,Delhi,FRAUD,33807403,16.0
26041,26043,23-12-2022 04:00,12-21-2022 02:00,21-12-2022 10:57,17,413,4,19,F,2,Other Crime,15,No,,2022,Mumbai,CYBERCRIME,21673149,20.4
26042,26044,22-12-2022 17:00,12-21-2022 03:00,21-12-2022 05:38,1,428,13,73,X,0,Other Crime,15,No,,2022,Ahmedabad,KIDNAPPING,8854444,20.5
26043,26045,21-12-2022 20:00,12-21-2022 04:00,21-12-2022 16:53,13,553,13,72,F,0,Other Crime,2,No,,2022,Kolkata,KIDNAPPING,155707786,1.6
26044,26046,23-12-2022 15:00,12-21-2022 05:00,21-12-2022 18:27,8,300,10,25,X,4,Other Crime,19,No,,2022,Hyderabad,HOMICIDE,11068877,26.0
26045,26047,23-12-2022 16:00,12-21-2022 06:00,21-12-2022 22:45,1,110,1,25,X,1,Violent Crime,12,No,,2022,Ahmedabad,ASSAULT,8854444,20.5
26046,26048,23-12-2022 23:00,12-21-2022 07:00,22-12-2022 06:01,5,118,0,12,M,3,Fire Accident,18,Yes,08-03-2023 23:00,2022,Delhi,ARSON,33807403,16.0
26047,26049,24-12-2022 02:00,12-21-2022 08:00,21-12-2022 16:11,4,311,0,75,M,3,Fire Accident,16,Yes,07-03-2023 02:00,2022,Chennai,ARSON,12053697,20.7
26048,26050,21-12-2022 21:00,12-21-2022 09:00,22-12-2022 03:05,10,224,7,29,M,1,Other Crime,9,No,,2022,Jaipur,EXTORTION,4308510,34.3
26049,26051,22-12-2022 17:00,12-21-2022 10:00,21-12-2022 14:26,13,318,4,21,M,0,Other Crime,5,Yes,18-02-2023 17:00,2022,Kolkata,CYBERCRIME,155707786,1.6
26050,26052,22-12-2022 03:00,12-21-2022 11:00,21-12-2022 14:37,13,598,5,34,M,1,Violent Crime,16,No,,2022,Kolkata,DOMESTIC VIOLENCE,155707786,1.6
26051,26053,23-12-2022 00:00,12-21-2022 12:00,22-12-2022 08:44,4,487,0,10,M,5,Fire Accident,17,No,,2022,Chennai,ARSON,12053697,20.7
26052,26054,23-12-2022 05:00,12-21-2022 13:00,22-12-2022 05:19,8,163,9,69,F,0,Other Crime,12,No,,2022,Hyderabad,FRAUD,11068877,26.0
26053,26055,23-12-2022 16:00,12-21-2022 14:00,21-12-2022 20:27,2,419,14,71,X,1,Other Crime,8,No,,2022,Bangalore,PUBLIC INTOXICATION,14008262,25.6
26054,26056,22-12-2022 21:00,12-21-2022 15:00,22-12-2022 04:01,24,557,1,10,M,6,Violent Crime,18,No,,2022,Surat,ASSAULT,8330528,13.3
26055,26057,23-12-2022 23:00,12-21-2022 16:00,22-12-2022 12:09,17,375,18,72,F,2,Traffic Fatality,8,No,,2022,Mumbai,TRAFFIC VIOLATION,21673149,20.4
26056,26058,21-12-2022 23:00,12-21-2022 17:00,21-12-2022 22:51,21,212,9,37,X,6,Other Crime,14,No,,2022,Pune,FRAUD,7345848,30.1
26057,26059,24-12-2022 15:00,12-21-2022 18:00,22-12-2022 11:29,13,379,5,73,M,5,Violent Crime,14,Yes,12-03-2023 15:00,2022,Kolkata,DOMESTIC VIOLENCE,155707786,1.6
26058,26060,23-12-2022 09:00,12-21-2022 19:00,22-12-2022 03:55,17,355,4,42,F,1,Other Crime,9,Yes,18-03-2023 09:00,2022,Mumbai,CYBERCRIME,21673149,20.4
26059,26061,22-12-2022 16:00,12-21-2022 20:00,21-12-2022 23:31,13,570,14,50,X,6,Other Crime,12,Yes,09-01-2023 16:00,2022,Kolkata,PUBLIC INTOXICATION,155707786,1.6
26060,26062,24-12-2022 09:00,12-21-2022 21:00,22-12-2022 11:57,2,352,17,73,X,6,Other Crime,12,Yes,23-03-2023 09:00,2022,Bangalore,SHOPLIFTING,14008262,25.6
26061,26063,22-12-2022 13:00,12-21-2022 22:00,22-12-2022 18:27,28,127,9,44,F,6,Other Crime,16,Yes,23-01-2023 13:00,2022,Visakhapatnam,FRAUD,2385110,30.5
26062,26064,22-12-2022 23:00,12-21-2022 23:00,22-12-2022 11:01,17,122,14,43,F,6,Other Crime,2,Yes,02-01-2023 23:00,2022,Mumbai,PUBLIC INTOXICATION,21673149,20.4
26063,26065,23-12-2022 06:00,12-22-2022 00:00,22-12-2022 23:36,25,470,3,54,X,3,Other Crime,16,No,,2022,Thane,COUNTERFEITING,1261517,56.0
26064,26066,23-12-2022 22:00,12-22-2022 01:00,22-12-2022 19:01,12,598,0,60,M,3,Fire Accident,11,Yes,01-02-2023 22:00,2022,Kanpur,ARSON,3289142,33.8
26065,26067,22-12-2022 05:00,12-22-2022 02:00,22-12-2022 05:48,2,379,16,26,F,3,Violent Crime,18,Yes,13-07-2023 05:00,2022,Bangalore,SEXUAL ASSAULT,14008262,25.6
26066,26068,23-12-2022 15:00,12-22-2022 03:00,22-12-2022 15:22,21,424,13,77,X,1,Other Crime,19,No,,2022,Pune,KIDNAPPING,7345848,30.1
26067,26069,23-12-2022 05:00,12-22-2022 04:00,22-12-2022 23:53,17,193,15,38,X,4,Violent Crime,15,No,,2022,Mumbai,ROBBERY,21673149,20.4
26068,26070,25-12-2022 01:00,12-22-2022 05:00,22-12-2022 07:21,21,514,1,72,X,6,Violent Crime,10,No,,2022,Pune,ASSAULT,7345848,30.1
26069,26071,23-12-2022 08:00,12-22-2022 06:00,22-12-2022 19:36,17,395,7,56,M,1,Other Crime,9,Yes,02-02-2023 08:00,2022,Mumbai,EXTORTION,21673149,20.4
26070,26072,24-12-2022 16:00,12-22-2022 07:00,22-12-2022 15:11,24,429,15,65,X,1,Violent Crime,7,No,,2022,Surat,ROBBERY,8330528,13.3
26071,26073,24-12-2022 22:00,12-22-2022 08:00,23-12-2022 05:22,20,474,13,44,M,5,Other Crime,1,No,,2022,Patna,KIDNAPPING,2633243,26.4
26072,26074,22-12-2022 10:00,12-22-2022 09:00,23-12-2022 08:18,14,280,5,70,X,5,Violent Crime,7,Yes,23-01-2023 10:00,2022,Lucknow,DOMESTIC VIOLENCE,4038214,36.1
26073,26075,25-12-2022 09:00,12-22-2022 10:00,22-12-2022 16:19,20,316,2,49,F,1,Other Crime,15,No,,2022,Patna,BURGLARY,2633243,26.4
26074,26076,25-12-2022 00:00,12-22-2022 11:00,23-12-2022 01:37,2,339,1,36,X,0,Violent Crime,2,Yes,05-02-2023 00:00,2022,Bangalore,ASSAULT,14008262,25.6
26075,26077,22-12-2022 21:00,12-22-2022 12:00,22-12-2022 18:14,5,374,1,32,X,6,Violent Crime,16,No,,2022,Delhi,ASSAULT,33807403,16.0
26076,26078,23-12-2022 19:00,12-22-2022 13:00,22-12-2022 18:15,1,457,12,74,M,2,Other Crime,12,No,,2022,Ahmedabad,ILLEGAL POSSESSION,8854444,20.5
26077,26079,24-12-2022 23:00,12-22-2022 14:00,22-12-2022 17:40,10,430,6,30,M,4,Other Crime,18,No,,2022,Jaipur,DRUG OFFENSE,4308510,34.3
26078,26080,23-12-2022 10:00,12-22-2022 15:00,23-12-2022 10:16,21,355,11,32,X,2,Violent Crime,6,No,,2022,Pune,IDENTITY THEFT,7345848,30.1
26079,26081,22-12-2022 21:00,12-22-2022 16:00,22-12-2022 17:58,8,456,3,12,X,0,Other Crime,8,No,,2022,Hyderabad,COUNTERFEITING,11068877,26.0
26080,26082,24-12-2022 17:00,12-22-2022 17:00,23-12-2022 05:09,24,537,4,76,M,3,Other Crime,13,Yes,14-03-2023 17:00,2022,Surat,CYBERCRIME,8330528,13.3
26081,26083,24-12-2022 14:00,12-22-2022 18:00,23-12-2022 11:19,21,530,10,51,M,5,Other Crime,10,Yes,07-10-2023 14:00,2022,Pune,HOMICIDE,7345848,30.1
26082,26084,22-12-2022 23:00,12-22-2022 19:00,22-12-2022 23:37,28,258,0,74,M,0,Fire Accident,3,Yes,18-02-2023 23:00,2022,Visakhapatnam,ARSON,2385110,30.5
26083,26085,24-12-2022 08:00,12-22-2022 20:00,23-12-2022 12:18,8,170,3,73,F,1,Other Crime,9,No,,2022,Hyderabad,COUNTERFEITING,11068877,26.0
26084,26086,24-12-2022 10:00,12-22-2022 21:00,23-12-2022 17:37,25,254,13,58,M,0,Other Crime,18,Yes,06-02-2023 10:00,2022,Thane,KIDNAPPING,1261517,56.0
26085,26087,24-12-2022 06:00,12-22-2022 22:00,23-12-2022 02:56,14,194,0,22,F,4,Fire Accident,16,Yes,16-01-2023 06:00,2022,Lucknow,ARSON,4038214,36.1
26086,26088,25-12-2022 06:00,12-22-2022 23:00,23-12-2022 04:35,23,497,15,42,X,5,Violent Crime,7,Yes,29-01-2023 06:00,2022,Srinagar,ROBBERY,1737502,21.4
26087,26089,25-12-2022 05:00,12-23-2022 00:00,23-12-2022 13:24,27,201,10,72,X,5,Other Crime,11,No,,2022,Vasai,HOMICIDE,1423890,25.4
26088,26090,24-12-2022 16:00,12-23-2022 01:00,23-12-2022 23:04,25,494,3,56,X,4,Other Crime,3,No,,2022,Thane,COUNTERFEITING,1261517,56.0
26089,26091,25-12-2022 00:00,12-23-2022 02:00,23-12-2022 02:29,2,579,7,76,F,1,Other Crime,3,Yes,12-02-2023 00:00,2022,Bangalore,EXTORTION,14008262,25.6
26090,26092,23-12-2022 15:00,12-23-2022 03:00,24-12-2022 01:28,2,480,18,23,F,2,Traffic Fatality,17,Yes,14-01-2023 15:00,2022,Bangalore,TRAFFIC VIOLATION,14008262,25.6
26091,26093,23-12-2022 06:00,12-23-2022 04:00,23-12-2022 13:21,5,341,15,12,F,4,Violent Crime,10,No,,2022,Delhi,ROBBERY,33807403,16.0
26092,26094,24-12-2022 23:00,12-23-2022 05:00,23-12-2022 05:37,17,284,6,73,F,2,Other Crime,19,No,,2022,Mumbai,DRUG OFFENSE,21673149,20.4
26093,26095,25-12-2022 09:00,12-23-2022 06:00,23-12-2022 19:23,17,516,0,68,F,6,Fire Accident,1,Yes,27-01-2023 09:00,2022,Mumbai,ARSON,21673149,20.4
26094,26096,24-12-2022 06:00,12-23-2022 07:00,23-12-2022 10:35,5,412,8,26,X,3,Fire Accident,18,Yes,27-01-2023 06:00,2022,Delhi,FIREARM OFFENSE,33807403,16.0
26095,26097,25-12-2022 10:00,12-23-2022 08:00,24-12-2022 06:52,2,515,5,34,F,6,Violent Crime,1,No,,2022,Bangalore,DOMESTIC VIOLENCE,14008262,25.6
26096,26098,24-12-2022 06:00,12-23-2022 09:00,24-12-2022 02:20,1,368,9,63,M,6,Other Crime,7,Yes,29-01-2023 06:00,2022,Ahmedabad,FRAUD,8854444,20.5
26097,26099,23-12-2022 14:00,12-23-2022 10:00,23-12-2022 20:26,12,299,14,59,X,4,Other Crime,17,No,,2022,Kanpur,PUBLIC INTOXICATION,3289142,33.8
26098,26100,24-12-2022 19:00,12-23-2022 11:00,24-12-2022 05:47,12,138,20,64,F,4,Violent Crime,8,No,,2022,Kanpur,VEHICLE - STOLEN,3289142,33.8
26099,26101,26-12-2022 10:00,12-23-2022 12:00,24-12-2022 08:52,17,554,19,14,F,2,Other Crime,14,Yes,09-01-2023 10:00,2022,Mumbai,VANDALISM,21673149,20.4
26100,26102,25-12-2022 17:00,12-23-2022 13:00,24-12-2022 03:29,6,467,5,35,M,0,Violent Crime,18,No,,2022,Faridabad,DOMESTIC VIOLENCE,1220229,29.0
26101,26103,23-12-2022 20:00,12-23-2022 14:00,24-12-2022 09:14,27,456,14,75,X,4,Other Crime,8,No,,2022,Vasai,PUBLIC INTOXICATION,1423890,25.4
26102,26104,24-12-2022 16:00,12-23-2022 15:00,24-12-2022 11:35,2,242,3,48,M,0,Other Crime,3,No,,2022,Bangalore,COUNTERFEITING,14008262,25.6
26103,26105,24-12-2022 02:00,12-23-2022 16:00,24-12-2022 04:04,10,347,6,50,F,0,Other Crime,1,No,,2022,Jaipur,DRUG OFFENSE,4308510,34.3
26104,26106,25-12-2022 11:00,12-23-2022 17:00,24-12-2022 00:55,19,300,10,65,M,4,Other Crime,7,No,,2022,Nashik,HOMICIDE,2294299,16.0
26105,26107,25-12-2022 04:00,12-23-2022 18:00,24-12-2022 14:21,17,176,5,45,F,4,Violent Crime,12,No,,2022,Mumbai,DOMESTIC VIOLENCE,21673149,20.4
26106,26108,23-12-2022 21:00,12-23-2022 19:00,24-12-2022 03:05,8,177,19,21,F,6,Other Crime,17,Yes,04-01-2023 21:00,2022,Hyderabad,VANDALISM,11068877,26.0
26107,26109,23-12-2022 22:00,12-23-2022 20:00,24-12-2022 04:41,4,526,17,57,M,2,Other Crime,12,No,,2022,Chennai,SHOPLIFTING,12053697,20.7
26108,26110,26-12-2022 05:00,12-23-2022 21:00,23-12-2022 22:48,5,297,12,37,F,1,Other Crime,19,Yes,24-01-2023 05:00,2022,Delhi,ILLEGAL POSSESSION,33807403,16.0
26109,26111,26-12-2022 21:00,12-23-2022 22:00,24-12-2022 18:56,6,369,19,75,M,0,Other Crime,3,Yes,13-03-2023 21:00,2022,Faridabad,VANDALISM,1220229,29.0
26110,26112,24-12-2022 02:00,12-23-2022 23:00,24-12-2022 17:03,4,325,13,32,X,2,Other Crime,1,No,,2022,Chennai,KIDNAPPING,12053697,20.7
26111,26113,26-12-2022 19:00,12-24-2022 00:00,24-12-2022 20:02,21,330,19,18,M,5,Other Crime,17,Yes,14-02-2023 19:00,2022,Pune,VANDALISM,7345848,30.1
26112,26114,25-12-2022 05:00,12-24-2022 01:00,24-12-2022 20:39,5,151,11,17,X,2,Violent Crime,18,Yes,27-01-2023 05:00,2022,Delhi,IDENTITY THEFT,33807403,16.0
26113,26115,25-12-2022 16:00,12-24-2022 02:00,24-12-2022 23:43,10,370,10,42,F,2,Other Crime,7,Yes,13-12-2023 16:00,2022,Jaipur,HOMICIDE,4308510,34.3
26114,26116,26-12-2022 15:00,12-24-2022 03:00,25-12-2022 02:03,24,437,10,14,F,6,Other Crime,9,Yes,19-01-2024 15:00,2022,Surat,HOMICIDE,8330528,13.3
26115,26117,26-12-2022 10:00,12-24-2022 04:00,24-12-2022 13:19,5,457,10,19,M,2,Other Crime,15,Yes,24-11-2023 10:00,2022,Delhi,HOMICIDE,33807403,16.0
26116,26118,25-12-2022 23:00,12-24-2022 05:00,24-12-2022 15:48,17,237,18,63,M,3,Traffic Fatality,8,No,,2022,Mumbai,TRAFFIC VIOLATION,21673149,20.4
26117,26119,25-12-2022 07:00,12-24-2022 06:00,24-12-2022 23:45,1,559,13,41,M,4,Other Crime,15,Yes,14-03-2023 07:00,2022,Ahmedabad,KIDNAPPING,8854444,20.5
26118,26120,24-12-2022 09:00,12-24-2022 07:00,24-12-2022 22:50,5,192,9,53,F,0,Other Crime,3,Yes,17-02-2023 09:00,2022,Delhi,FRAUD,33807403,16.0
26119,26121,27-12-2022 06:00,12-24-2022 08:00,25-12-2022 05:49,10,520,6,10,X,0,Other Crime,18,Yes,24-03-2023 06:00,2022,Jaipur,DRUG OFFENSE,4308510,34.3
26120,26122,27-12-2022 00:00,12-24-2022 09:00,25-12-2022 02:04,2,432,19,57,F,6,Other Crime,19,Yes,11-02-2023 00:00,2022,Bangalore,VANDALISM,14008262,25.6
26121,26123,26-12-2022 23:00,12-24-2022 10:00,24-12-2022 18:18,5,512,1,22,M,1,Violent Crime,8,No,,2022,Delhi,ASSAULT,33807403,16.0
26122,26124,26-12-2022 00:00,12-24-2022 11:00,24-12-2022 20:55,2,439,14,64,F,0,Other Crime,1,No,,2022,Bangalore,PUBLIC INTOXICATION,14008262,25.6
26123,26125,27-12-2022 07:00,12-24-2022 12:00,25-12-2022 03:19,20,226,7,73,M,0,Other Crime,16,No,,2022,Patna,EXTORTION,2633243,26.4
26124,26126,25-12-2022 09:00,12-24-2022 13:00,25-12-2022 10:09,2,404,4,49,F,3,Other Crime,8,No,,2022,Bangalore,CYBERCRIME,14008262,25.6
26125,26127,26-12-2022 15:00,12-24-2022 14:00,24-12-2022 21:11,4,593,16,35,M,1,Violent Crime,1,No,,2022,Chennai,SEXUAL ASSAULT,12053697,20.7
26126,26128,25-12-2022 09:00,12-24-2022 15:00,25-12-2022 01:30,18,526,5,70,F,3,Violent Crime,15,Yes,26-02-2023 09:00,2022,Nagpur,DOMESTIC VIOLENCE,3106340,33.9
26127,26129,27-12-2022 08:00,12-24-2022 16:00,25-12-2022 02:19,2,389,12,37,F,5,Other Crime,9,No,,2022,Bangalore,ILLEGAL POSSESSION,14008262,25.6
26128,26130,27-12-2022 14:00,12-24-2022 17:00,25-12-2022 14:12,7,391,17,40,X,6,Other Crime,12,Yes,02-02-2023 14:00,2022,Ghaziabad,SHOPLIFTING,1055190,66.7
26129,26131,25-12-2022 09:00,12-24-2022 18:00,25-12-2022 09:16,17,223,19,55,M,2,Other Crime,1,No,,2022,Mumbai,VANDALISM,21673149,20.4
26130,26132,25-12-2022 18:00,12-24-2022 19:00,25-12-2022 16:01,2,404,4,47,F,6,Other Crime,5,No,,2022,Bangalore,CYBERCRIME,14008262,25.6
26131,26133,25-12-2022 10:00,12-24-2022 20:00,25-12-2022 02:08,2,390,11,54,M,1,Violent Crime,7,Yes,23-03-2023 10:00,2022,Bangalore,IDENTITY THEFT,14008262,25.6
26132,26134,25-12-2022 23:00,12-24-2022 21:00,25-12-2022 15:00,1,528,12,64,M,4,Other Crime,1,No,,2022,Ahmedabad,ILLEGAL POSSESSION,8854444,20.5
26133,26135,27-12-2022 15:00,12-24-2022 22:00,25-12-2022 06:07,28,204,11,67,M,6,Violent Crime,17,Yes,04-03-2023 15:00,2022,Visakhapatnam,IDENTITY THEFT,2385110,30.5
26134,26136,25-12-2022 14:00,12-24-2022 23:00,25-12-2022 00:23,5,308,1,78,M,2,Violent Crime,16,Yes,15-02-2023 14:00,2022,Delhi,ASSAULT,33807403,16.0
26135,26137,26-12-2022 12:00,12-25-2022 00:00,25-12-2022 07:47,20,436,14,76,F,4,Other Crime,6,No,,2022,Patna,PUBLIC INTOXICATION,2633243,26.4
26136,26138,27-12-2022 06:00,12-25-2022 01:00,26-12-2022 00:40,8,317,3,47,X,0,Other Crime,4,No,,2022,Hyderabad,COUNTERFEITING,11068877,26.0
26137,26139,26-12-2022 18:00,12-25-2022 02:00,25-12-2022 19:43,22,238,16,37,M,2,Violent Crime,1,No,,2022,Rajkot,SEXUAL ASSAULT,2096981,15.3
26138,26140,27-12-2022 11:00,12-25-2022 03:00,25-12-2022 11:33,24,208,3,63,X,3,Other Crime,9,Yes,27-01-2023 11:00,2022,Surat,COUNTERFEITING,8330528,13.3
26139,26141,26-12-2022 23:00,12-25-2022 04:00,25-12-2022 12:22,25,400,15,46,F,1,Violent Crime,14,No,,2022,Thane,ROBBERY,1261517,56.0
26140,26142,25-12-2022 20:00,12-25-2022 05:00,26-12-2022 04:27,4,199,5,78,X,4,Violent Crime,18,Yes,08-03-2023 20:00,2022,Chennai,DOMESTIC VIOLENCE,12053697,20.7
26141,26143,25-12-2022 23:00,12-25-2022 06:00,25-12-2022 12:58,13,172,7,58,M,3,Other Crime,1,Yes,07-02-2023 23:00,2022,Kolkata,EXTORTION,155707786,1.6
26142,26144,26-12-2022 23:00,12-25-2022 07:00,25-12-2022 17:31,5,349,14,53,M,2,Other Crime,17,No,,2022,Delhi,PUBLIC INTOXICATION,33807403,16.0
26143,26145,25-12-2022 20:00,12-25-2022 08:00,25-12-2022 20:50,2,149,18,72,X,4,Traffic Fatality,6,No,,2022,Bangalore,TRAFFIC VIOLATION,14008262,25.6
26144,26146,26-12-2022 09:00,12-25-2022 09:00,25-12-2022 09:56,2,275,12,73,M,1,Other Crime,12,Yes,17-02-2023 09:00,2022,Bangalore,ILLEGAL POSSESSION,14008262,25.6
26145,26147,28-12-2022 08:00,12-25-2022 10:00,25-12-2022 18:11,4,373,14,26,M,3,Other Crime,15,Yes,29-12-2022 08:00,2022,Chennai,PUBLIC INTOXICATION,12053697,20.7
26146,26148,27-12-2022 20:00,12-25-2022 11:00,26-12-2022 09:30,17,207,19,55,M,1,Other Crime,15,No,,2022,Mumbai,VANDALISM,21673149,20.4
26147,26149,25-12-2022 21:00,12-25-2022 12:00,25-12-2022 14:17,4,184,18,13,F,2,Traffic Fatality,18,No,,2022,Chennai,TRAFFIC VIOLATION,12053697,20.7
26148,26150,27-12-2022 03:00,12-25-2022 13:00,26-12-2022 08:47,25,245,7,11,F,2,Other Crime,9,Yes,20-02-2023 03:00,2022,Thane,EXTORTION,1261517,56.0
26149,26151,27-12-2022 14:00,12-25-2022 14:00,26-12-2022 00:52,10,110,16,11,M,5,Violent Crime,15,No,,2022,Jaipur,SEXUAL ASSAULT,4308510,34.3
26150,26152,26-12-2022 06:00,12-25-2022 15:00,25-12-2022 19:50,2,194,14,20,M,5,Other Crime,16,No,,2022,Bangalore,PUBLIC INTOXICATION,14008262,25.6
26151,26153,28-12-2022 02:00,12-25-2022 16:00,26-12-2022 02:13,2,453,1,67,X,3,Violent Crime,18,No,,2022,Bangalore,ASSAULT,14008262,25.6
26152,26154,26-12-2022 02:00,12-25-2022 17:00,26-12-2022 00:33,16,535,16,60,M,6,Violent Crime,17,No,,2022,Meerut,SEXUAL ASSAULT,1835403,21.5
26153,26155,26-12-2022 06:00,12-25-2022 18:00,26-12-2022 11:54,12,376,18,24,F,5,Traffic Fatality,5,Yes,12-01-2023 06:00,2022,Kanpur,TRAFFIC VIOLATION,3289142,33.8
26154,26156,27-12-2022 23:00,12-25-2022 19:00,26-12-2022 12:00,6,529,0,77,M,6,Fire Accident,15,Yes,03-03-2023 23:00,2022,Faridabad,ARSON,1220229,29.0
26155,26157,28-12-2022 10:00,12-25-2022 20:00,25-12-2022 23:56,8,298,10,22,F,1,Other Crime,10,Yes,17-01-2024 10:00,2022,Hyderabad,HOMICIDE,11068877,26.0
26156,26158,27-12-2022 22:00,12-25-2022 21:00,26-12-2022 00:51,18,322,7,61,X,2,Other Crime,9,Yes,01-03-2023 22:00,2022,Nagpur,EXTORTION,3106340,33.9
26157,26159,26-12-2022 02:00,12-25-2022 22:00,26-12-2022 05:21,9,546,19,79,F,6,Other Crime,4,Yes,10-03-2023 02:00,2022,Indore,VANDALISM,3393380,20.6
26158,26160,27-12-2022 21:00,12-25-2022 23:00,26-12-2022 19:50,9,391,8,27,X,0,Fire Accident,7,No,,2022,Indore,FIREARM OFFENSE,3393380,20.6
26159,26161,27-12-2022 22:00,12-26-2022 00:00,26-12-2022 07:29,12,554,0,69,M,6,Fire Accident,15,Yes,05-01-2023 22:00,2022,Kanpur,ARSON,3289142,33.8
26160,26162,27-12-2022 00:00,12-26-2022 01:00,26-12-2022 05:04,14,328,13,75,X,0,Other Crime,7,No,,2022,Lucknow,KIDNAPPING,4038214,36.1
26161,26163,28-12-2022 08:00,12-26-2022 02:00,26-12-2022 17:43,17,152,1,45,X,6,Violent Crime,17,Yes,18-01-2023 08:00,2022,Mumbai,ASSAULT,21673149,20.4
26162,26164,28-12-2022 05:00,12-26-2022 03:00,26-12-2022 21:36,17,132,2,36,F,2,Other Crime,11,No,,2022,Mumbai,BURGLARY,21673149,20.4
26163,26165,27-12-2022 05:00,12-26-2022 04:00,26-12-2022 11:46,4,320,9,31,M,6,Other Crime,1,Yes,07-03-2023 05:00,2022,Chennai,FRAUD,12053697,20.7
26164,26166,28-12-2022 11:00,12-26-2022 05:00,26-12-2022 09:03,8,188,11,11,X,4,Violent Crime,13,No,,2022,Hyderabad,IDENTITY THEFT,11068877,26.0
